lon,lat,spring_delta_ndvi
-113.8357632,34.2268937,26.099
-113.7282839,34.24353406,32.431
-113.6207587,34.26007467,32.752
-113.963744,34.29801291,16.35
-113.8561938,34.31477016,27.682
-113.7485972,34.33142762,37.924
-113.6409545,34.34798522,28.156
-113.5332661,34.36444291,25.078
-113.425532,34.38080064,25.987
-114.0919593,34.36898504,27.207
-113.9843383,34.38585936,27.122
-113.8766706,34.40263386,30.435
-113.7689565,34.41930848,34.6
-113.6611961,34.43588315,30.371
-113.5533898,34.45235783,23.686
-113.4455377,34.46873245,22.355
-113.3376402,34.48500695,19.781
-114.2204092,34.43980981,17.401
-114.1127178,34.45680141,26.994
-114.0049793,34.47369314,21.991
-113.897194,34.49048497,24.603
-113.789362,34.50717682,27.94
-113.6814837,34.52376863,21.195
-113.5735592,34.54026036,20.449
-113.4655889,34.55665194,22.489
-113.3575729,34.57294332,23.13
-114.3490939,34.51048697,15.57
-114.2413324,34.52759603,30.02
-114.1335235,34.5446052,26.212
-114.0256672,34.56151442,22.666
-113.917764,34.57832364,23.277
-113.8098139,34.59503279,23.509
-113.7018174,34.61164183,23.795
-113.5937745,34.62815068,22.01
-113.4856857,34.6445593,26.484
-113.377551,34.66086762,22.304
-114.3701823,34.59824298,28.876
-114.2623031,34.61536977,28.523
-114.1543763,34.63239659,19.55
-114.0464021,34.64932337,18.576
-113.9383807,34.66615005,19.82
-113.8303124,34.68287659,21.089
-113.7221973,34.69950291,19.671
-113.6140359,34.71602896,22.123
-113.5058282,34.73245469,27.117
-113.3975747,34.74878003,20.823
-114.3913186,34.6859866,34.54
-114.2833215,34.7031312,23.175
-114.1752767,34.72017574,19.405
-114.0671842,34.73712015,22.602
-113.9590444,34.75396438,19.83
-113.8508575,34.77070836,19.893
-113.7426237,34.78735205,25.156
-113.6343434,34.80389537,21.359
-113.5260167,34.82033828,24.902
-113.417644,34.83668071,17.172
-114.52057,34.75645542,2.55
-114.412503,34.773718,31.882
-114.3043878,34.79088049,24.966
-114.1962246,34.80794282,19.351
-114.0880136,34.82490494,24.884
-113.9797551,34.84176678,23.224
-113.8714494,34.85852829,20.33
-113.7630967,34.87518941,25.693
-113.6546973,34.89175008,28.066
-113.5462513,34.90821024,24.793
-113.4377591,34.92456984,19.891
-114.5419208,34.84415673,12.48
-114.4337356,34.86143736,38.011
-114.325502,34.87861781,31.432
-114.2172202,34.89569801,32.066
-114.1088905,34.91267791,29.217
-114.0005131,34.92955744,21.485
-113.8920884,34.94633655,17.7
-113.7836165,34.96301518,27.957
-113.6750976,34.97959327,28.072
-113.5665321,34.99607075,28.625
-113.4579202,35.01244758,22.086
-113.3492622,35.0287237,16.735
-114.5633204,34.93184608,24.9
-114.4550167,34.94914483,48.956
-114.3466644,34.96634332,39.067
-114.2382638,34.98344147,27.307
-114.1298151,35.00043922,30.517
-114.0213186,35.01733652,22.782
-113.9127745,35.03413331,14.28
-113.8041831,35.05082952,20.103
-113.6955446,35.0674251,24.337
-113.5868594,35.08391998,23.907
-113.4781275,35.10031412,19.751
-113.3693494,35.11660745,15.238
-114.5847688,35.01952364,29.443
-114.4763463,35.0368406,45.354
-114.3678751,35.0540572,32.378
-114.2593554,35.07117337,30.699
-114.1507875,35.08818905,41.814
-114.0421716,35.1051042,38.788
-113.9335079,35.12191873,16.28
-113.8247968,35.1386326,12.688
-113.7160385,35.15524574,19.374
-113.6072331,35.1717581,24.226
-113.4983811,35.18816962,20.918
-113.3894826,35.20448024,13.361
-114.6062661,35.10718959,27.885
-114.4977247,35.12452483,40.345
-114.3891343,35.14175962,37.479
-114.2804953,35.15889389,42.22
-114.1718079,35.17592758,42.709
-114.0630723,35.19286064,33.904
-113.9542888,35.20969299,41.839
-113.8454577,35.2264246,25.278
-113.7365792,35.24305538,21.183
-113.6276536,35.25958529,34.539
-113.5186811,35.27601426,14.592
-113.409662,35.29234224,10.619
-114.5191519,35.21219769,35.024
-114.4104421,35.22945074,38.834
-114.3016835,35.24660319,46.293
-114.1928764,35.26365497,38.961
-114.0840209,35.28060601,28.816
-113.9751174,35.29745627,48.252
-113.8661661,35.31420568,34.858
-113.7571672,35.33085418,17.636
-113.648121,35.34740171,27.239
-113.5390278,35.36384821,13.862
-113.4298878,35.38019363,13.393
-114.5406283,35.29985936,38.657
-114.4317988,35.31713075,38.961
-114.3229204,35.33430145,37.356
-114.2139932,35.35137139,35.487
-114.1050176,35.3683405,25.693
-113.9959937,35.38520874,47.232
-113.8869219,35.40197603,45.585
-113.7778024,35.41864232,32.26
-113.6686354,35.43520755,24.284
-113.5594212,35.45167165,16.556
-113.4501601,35.46803458,13.966
-113.3408523,35.48429626,11.949
-114.5621538,35.38751,38.855
-114.4532045,35.40479981,46.171
-114.3442059,35.42198884,50.284
-114.2351585,35.43907702,29.134
-114.1260625,35.45606428,23.136
-114.0169181,35.47295056,33.786
-113.9077255,35.48973582,44.954
-113.7984851,35.50641997,37.316
-113.689197,35.52300297,19.351
-113.5798616,35.53948475,13.1
-113.4704791,35.55586526,11.632
-113.3610498,35.57214443,11.543
-114.5837288,35.47514979,40.94
-114.4746592,35.4924581,47.083
-114.3655404,35.50966553,49.33
-114.2563725,35.52677202,26.598
-114.1471558,35.54377751,27.433
-114.0378905,35.56068192,43.353
-113.9285769,35.57748521,49.529
-113.8192154,35.59418731,29.971
-113.709806,35.61078815,11.639
-113.6003491,35.62728769,14.483
-113.4908449,35.64368585,15.318
-113.3812938,35.65998259,15.202
-114.6053533,35.5627789,38.253
-114.4961634,35.58010579,42.08
-114.3869239,35.59733171,56.175
-114.2776352,35.61445659,38.645
-114.1682976,35.63148037,27.855
-114.0589112,35.64840299,40.327
-113.9494764,35.66522439,46.354
-113.8399934,35.6819445,20.005
-113.7304625,35.69856327,12.231
-113.6208838,35.71508064,17.64
-113.5112578,35.73149653,16.817
-113.4015846,35.74781091,19.429
-114.6270276,35.6503975,33.485
-114.5177169,35.66774304,53.962
-114.4083567,35.68498753,49.182
-114.298947,35.70213088,34.517
-114.1894881,35.71917303,37.953
-114.0799804,35.73611394,53.624
-113.9704241,35.75295353,27.591
-113.8608194,35.76969174,11.192
-113.7511666,35.7863285,12.912
-113.641466,35.80286377,18.194
-113.5317178,35.81929748,16.96
-113.4219222,35.83562956,15.572
-114.6487518,35.73800576,38.143
-114.5393202,35.75537005,50.651
-114.4298388,35.77263317,38.23
-114.3203078,35.78979507,33.4
-114.2107276,35.80685568,39.382
-114.1010983,35.82381495,29.26
-113.9914202,35.8406728,12.88
-113.8816935,35.85742918,10.419
-113.7719186,35.87408402,15.188
-113.6620957,35.89063727,14.902
-113.5522251,35.90708886,12.886
-113.4423069,35.92343874,14.666
-113.3323416,35.93968683,18.075
-114.670526,35.82560387,36.251
-114.5609733,35.84298697,39.906
-114.4513705,35.86026881,44.917
-114.341718,35.87744934,46.077
-114.2320161,35.89452848,52.148
-114.1222649,35.91150619,41.198
-114.0124647,35.92838238,17.597
-113.9026159,35.94515701,14.378
-113.7927186,35.96183001,15.585
-113.6827732,35.97840131,11.925
-113.5727798,35.99487087,13.342
-113.4627388,36.0112386,11.837
-113.3526505,36.02750446,16.069
-114.6923505,35.91319199,38.684
-114.5826763,35.93059398,50.854
-114.4729519,35.94789462,37.48
-114.3631777,35.96509386,48.687
-114.2533537,35.98219161,52.533
-114.1434804,35.99918783,39.87
-114.033558,36.01608245,28.12
-113.9235867,36.03287541,17.262
-113.8135668,36.04956663,15.089
-113.7034986,36.06615607,10.942
-113.5933823,36.08264366,9.613
-113.4832182,36.09902934,12.648
-113.3730065,36.11531304,14.457
-113.2627476,36.13149471,15.463
-114.7142254,36.0007703,35.461
-114.6044295,36.01819126,39.603
-114.4945833,36.03551079,40.768
-114.384687,36.0527288,37.048
-114.0547001,36.10377318,36.074
-113.9446061,36.12058454,25.133
-113.8344633,36.13729408,24.473
-113.7242721,36.15390173,9.818
-113.6140325,36.17040743,8.845
-113.503745,36.18681113,11.406
-113.3934098,36.20311275,12.732
-113.2830271,36.21931224,18.026
-113.1725973,36.23540954,21.998
-113.0621206,36.25140458,19.958
-112.9515972,36.26729731,10.097
-112.8410275,36.28308767,11.162
-114.736151,36.08833897,38.539
-114.6262331,36.10577899,49.431
-114.5162647,36.12311747,38.775
-114.4062461,36.14035436,44.951
-113.9656743,36.2082846,37.125
-113.8554084,36.22501252,32.286
-113.7450938,36.24163846,16.766
-113.6347307,36.25816235,10.606
-113.5243196,36.27458414,8.327
-113.4138606,36.29090376,11.434
-113.3033539,36.30712115,11.228
-113.1927999,36.32323624,9.756
-113.0821989,36.33924899,17.815
-112.9715511,36.35515932,10.262
-112.8608567,36.37096717,11.884
-112.7501161,36.3866725,10.466
-112.6393294,36.40227522,9.575
-113.9867914,36.29597575,35.61
-113.8764021,36.31272214,33.872
-113.7659639,36.32936644,23.593
-113.6554771,36.3459086,10.611
-113.544942,36.36234856,8.99
-113.4343589,36.37868625,9.566
-113.323728,36.39492162,10.36
-113.2130496,36.41105459,10.609
-113.102324,36.42708511,13.852
-112.9915514,36.44301311,13.032
-112.8807322,36.45883854,13.469
-112.7698665,36.47456134,9.955
-112.6589546,36.49018144,10.192
-114.0079577,36.38365818,38.101
-113.8974446,36.40042311,37.961
-113.7868826,36.41708586,23.493
-113.6762718,36.43364637,8.959
-113.5656125,36.45010457,13.074
-113.454905,36.46646041,11.636
-113.3441496,36.48271383,11.624
-113.2333466,36.49886475,11.715
-113.1224961,36.51491312,14.043
-113.0115985,36.53085888,15.349
-112.9006541,36.54670196,10.79
-112.789663,36.56244231,9.484
-112.6786257,36.57807986,12.816
-114.0291731,36.47133206,33.435
-113.9185362,36.48811561,39.895
-113.80785,36.50479688,37.15
-113.6971149,36.52137582,12.76
-113.5863312,36.53785235,15.693
-113.4754991,36.55422642,23.706
-113.3646189,36.57049796,22.543
-113.2536909,36.58666691,19.397
-113.1427153,36.60273321,18.003
-113.0316924,36.61869679,15.645
-112.9206225,36.6345576,5.014
-112.8095059,36.65031557,8.763
-112.6983428,36.66597065,13.537
-113.9396769,36.57579983,27.981
-113.8288663,36.5924997,21.261
-113.7180067,36.60909714,14.046
-113.6070982,36.62559208,14.459
-113.4961413,36.64198445,21.429
-113.385136,36.6582742,31.004
-113.2740828,36.67446125,22.915
-113.1629818,36.69054555,27.446
-113.0518334,36.70652704,13.977
-112.9406378,36.72240565,12.211
-112.8293953,36.73818133,11.432
-112.7181061,36.753854,10.837
-113.960867,36.66347593,14.262
-113.8499317,36.68019449,9.343
-113.7389473,36.69681051,10.112
-113.6279138,36.71332394,11.112
-113.5168317,36.72973469,15.407
-113.4057011,36.74604272,29.286
-113.2945224,36.76224796,20.053
-113.1832957,36.77835034,29.337
-113.0720215,36.79434981,20.726
-112.9606999,36.8102463,12.174
-112.8493312,36.82603975,5.838
-112.7379158,36.8417301,7.425
-112.6264538,36.85731729,15.05
-113.9821065,36.75114412,34.703
-113.8710464,36.76788144,13.01
-113.7599369,36.78451612,12.735
-113.6487782,36.8010481,11.374
-113.5375706,36.81747732,9.756
-113.4263144,36.83380371,26.745
-113.3150099,36.85002721,30.051
-113.2036573,36.86614775,24.6
-113.0922569,36.88216528,20.958
-112.9808091,36.89807973,6.531
-112.869314,36.91389103,6.473
-112.7577719,36.92959913,6.734
-112.6461832,36.94520396,12.145
-112.5345481,36.96070547,11.488
-114.0033958,36.83880456,25.97
-113.8922105,36.85556072,26.94
-113.7809756,36.87221414,9.738
-113.6696913,36.88876477,19.021
-113.558358,36.90521253,21.68
-113.446976,36.92155736,23.909
-113.3355454,36.9377992,26.215
-113.2240666,36.95393798,30.798
-113.1125399,36.96997364,19.147
-113.0009655,36.98590611,10.687
-114.024735,36.92645743,18.41
-113.9134242,36.94323252,25.246
-113.8020636,36.95990476,16.625
-113.6906536,36.97647411,28.191
-113.5791943,36.99294049,36.009
-109.9479037,33.58605568,17.309
-109.9637864,33.67461462,16.233
-109.9797051,33.76316074,15.764
-109.9956598,33.85169424,16.083
-109.8879685,33.86477657,19.372
-110.2434296,34.00220378,9.21
-110.6912683,34.03637012,18.068
-110.583441,34.05009681,9.394
-110.4755758,34.06372292,13.479
-110.367673,34.07724841,13.587
-110.2597329,34.09067323,14.369
-110.1517557,34.10399732,16.175
-110.0437417,34.11722066,9.137
-109.9356911,34.13034318,12.116
-110.7080876,34.12477177,11.752
-110.492156,34.15215264,15.743
-110.1679761,34.19246842,17.814
-109.9516711,34.2188414,10.071
-110.5087738,34.24057035,13.173
-110.292451,34.26757614,6.937
-110.1842335,34.2809277,16.034
-110.0759789,34.29417831,13.218
-109.9676875,34.30732791,10.785
-109.8593595,34.32037647,14.71
-110.7418411,34.30153891,-1.679
-110.4171666,34.34254359,12.745
-110.308866,34.35600997,16.059
-110.2005279,34.36937534,13.104
-110.0921527,34.38263967,13.933
-109.9837404,34.3958029,10.068
-109.8752915,34.40886499,10.367
-110.6504686,34.40368811,8.404
-110.5421232,34.41737051,11.35
-110.4337398,34.43095191,12.467
-110.3253185,34.44443226,18.151
-110.2168596,34.45781152,20.658
-110.1083633,34.47108962,18.861
-109.9998301,34.48426654,15.02
-109.89126,34.49734222,13.017
-110.6673211,34.49205667,10.675
-110.5588551,34.5057533,10.6
-110.4503508,34.51934883,11.482
-110.3418085,34.53284321,17.635
-110.2332285,34.5462364,18.818
-110.1246111,34.55952835,24.469
-110.0159565,34.57271901,24.677
-109.9072649,34.58580833,23.123
-110.6842121,34.58041389,9.151
-110.5756251,34.5941248,10.987
-110.4669998,34.60773452,13.803
-110.3583363,34.621243,9.161
-110.249635,34.63465018,18.171
-110.1408961,34.64795603,22.829
-110.0321198,34.66116049,20.377
-109.9233066,34.67426352,17.55
-110.7011418,34.66875993,14.09
-110.5924336,34.68248519,14.508
-110.4836868,34.69610916,12.7
-110.3749019,34.70963178,17.121
-110.266079,34.72305302,14.673
-110.1572183,34.73637283,19.195
-110.0483202,34.74959115,14.993
-109.939385,34.76270794,15.952
-110.7181102,34.75709498,16.938
-110.6092805,34.77083464,20.274
-110.5004122,34.78447292,19.45
-110.3915055,34.79800976,18.088
-110.2825607,34.81144511,14.295
-110.173578,34.82477894,10.838
-110.0645578,34.83801118,12.234
-109.9555003,34.85114179,18.751
-109.8464057,34.86417074,25.595
-110.7351175,34.8454192,20.126
-110.6261661,34.85917333,18.432
-110.5171759,34.87282598,11.067
-110.4081472,34.88637709,15.732
-110.2990802,34.89982662,13.798
-110.1899753,34.91317453,11.855
-110.0808327,34.92642075,14.718
-109.9716527,34.93956525,17.954
-109.8624355,34.95260797,19.579
-110.6430904,34.94750145,13.953
-110.5339781,34.96116852,13.577
-110.4248271,34.97473397,14.806
-110.3156377,34.98819774,14.309
-110.2064103,35.00155978,11.527
-110.097145,35.01482004,6.65
-109.9878422,35.02797848,15.296
-109.878502,35.04103505,14.227
-110.6600537,35.03581915,11.785
-110.5508189,35.04950073,7.193
-110.4415454,35.06308057,6.403
-110.3322334,35.07655863,9.926
-110.2228831,35.08993487,8.676
-110.1134949,35.10320924,9.547
-110.004069,35.11638167,6.258
-109.8946057,35.12945214,9.343
-110.677056,35.12412664,11.036
-110.5676985,35.13782277,12.194
-110.4583022,35.15141707,7.252
-110.3488672,35.16490949,15.792
-110.2393939,35.17829999,15.639
-110.1298825,35.19158851,5.288
-110.0203332,35.20477501,7.168
-109.9107464,35.21785944,8.769
-110.6940974,35.21242408,10.481
-110.584617,35.22613483,13.089
-110.4750976,35.23974365,12.298
-110.3655394,35.25325049,11.909
-110.2559427,35.26665531,10.923
-110.1463078,35.27995805,11.186
-110.036635,35.29315867,12.312
-109.9269245,35.30625712,10.317
-110.7111782,35.30071166,6.964
-110.6015746,35.31443708,8.994
-110.4919318,35.32806048,17.817
-110.3822501,35.34158181,19.693
-110.2725298,35.35500101,21.405
-110.1627712,35.36831803,19.735
-110.0529744,35.38153284,14.096
-109.9431399,35.39464537,13.868
-110.7282984,35.38898955,6.01
-110.6185713,35.40272972,6.134
-110.5088049,35.41636776,18.52
-110.3989994,35.42990363,27.14
-110.2891552,35.44333727,21.932
-110.1792726,35.45666864,16.957
-110.0693517,35.46989769,21.199
-109.9593929,35.48302436,16.644
-109.8493964,35.49604861,14.32
-110.7454581,35.47725794,2.341
-110.6356073,35.49101291,5.28
-110.525717,35.50466566,7.609
-110.4157875,35.51821614,12.92
-110.3058192,35.53166429,13.348
-110.1958122,35.54501006,13.913
-110.0857669,35.55825341,9.953
-109.9756835,35.57139428,8.651
-109.8655623,35.58443263,6.753
-110.6526827,35.57928685,1.006
-110.5426682,35.59295437,-0.52
-110.4326145,35.60651951,-0.469
-110.3225217,35.61998223,11.644
-110.2123902,35.63334246,4.948
-110.1022201,35.64660018,6.428
-109.9920119,35.65975531,9.669
-110.6697977,35.6675517,-0.239
-110.5596588,35.68123406,0.525
-110.4494805,35.69481393,-5.694
-110.339263,35.70829128,4.515
-110.2290066,35.72166604,6.359
-110.1187116,35.73493818,4.432
-110.0083783,35.74810764,5.392
-110.6869524,35.75580766,-0.069
-110.5766888,35.76950491,-1.189
-110.4663856,35.78309958,-2.279
-110.3560431,35.79659162,0.519
-110.2456616,35.80998098,3.387
-110.1352414,35.8232676,4.772
-110.0247827,35.83645145,3.155
-110.704147,35.84405491,3.509
-110.5937584,35.85776712,0.335
-110.4833301,35.87137665,2.462
-110.3728623,35.88488344,2.178
-110.2623554,35.89828745,6.087
-110.1518096,35.91158863,7.371
-110.0412253,35.92478692,3.974
-110.7213816,35.93229363,2.159
-110.6108677,35.94602086,2.075
-110.500314,35.95964531,3.126
-110.3897207,35.97316692,3.79
-110.2790881,35.98658565,7.829
-110.1684165,35.99990144,6.394
-110.0577062,36.01311424,6.45
-110.7386562,36.020524,-0.247
-110.6280168,36.03426632,-0.045
-110.5173374,36.04790576,4.067
-110.4066183,36.06144225,5.162
-110.2958598,36.07487576,5.552
-110.1850621,36.08820622,5.71
-110.0742255,36.1014336,6.944
-110.6452059,36.12250368,1.857
-110.5344006,36.13615817,2.537
-110.4235554,36.14970961,5.371
-110.3126706,36.16315796,4.467
-110.2017465,36.17650316,4.441
-110.0907835,36.18974517,4.094
-110.6624352,36.21073313,0.214
-110.5515036,36.22440273,2.022
-110.440532,36.23796919,6.355
-110.3295207,36.25143244,6.55
-110.21847,36.26479245,6.097
-110.1073801,36.27804916,6.095
-110.6797047,36.29895486,1.321
-110.5686466,36.31263963,1.437
-110.4575483,36.32622116,4.617
-110.3464102,36.33969939,6.709
-110.2352326,36.35307426,6.203
-110.1240156,36.36634573,3.616
-110.0127597,36.37951374,0.03
-110.6970146,36.38716904,3.99
-110.5858297,36.40086906,3.567
-110.4746045,36.41446573,4.662
-110.3633393,36.42795899,4.929
-110.2520344,36.4413488,5.478
-110.1406901,36.45463509,-1.659
-110.0293067,36.46781782,0.315
-110.714365,36.47537586,1.088
-110.603053,36.4890912,4.579
-110.4917006,36.50270307,5.266
-110.3803081,36.51621144,7.801
-110.2688757,36.52961623,4.264
-110.1574038,36.54291741,0.52
-110.0458926,36.55611492,-5.826
-110.7317562,36.56357552,1.189
-110.6203168,36.57730623,2.551
-110.5088369,36.59093338,2.955
-110.3973167,36.60445691,3.916
-110.2857565,36.61787676,5.076
-110.1741567,36.6311929,-2.688
-110.0625174,36.64440525,-3.117
-110.7491882,36.6517682,2.134
-110.6376211,36.66551436,2.974
-110.5260134,36.67915684,3.331
-110.4143652,36.6926956,2.095
-110.302677,36.70613058,2.237
-110.1909489,36.71946173,-3.925
-110.0791813,36.73268899,1.205
-110.6549661,36.75371575,2.688
-110.5432303,36.76737364,1.802
-110.4314539,36.78092769,0.879
-110.3196373,36.79437786,-0.506
-110.2077808,36.8077241,-2.109
-110.0958845,36.82096634,0.549
-110.6723519,36.84191061,1.66
-110.5604877,36.85558397,0.909
-110.4485829,36.86915339,-0.984
-110.3366376,36.88261881,-1.899
-110.2246523,36.89598019,0.203
-110.1126271,36.90923747,0.1
-110.6897787,36.93009912,2.626
-110.5777859,36.94378802,1.171
-110.4657522,36.95737286,-1.776
-110.353678,36.97085361,-0.923
-110.2415636,36.9842302,1.143
-110.1294092,36.99750258,-0.509
-111.5047006,31.47625368,27.85
-111.4004393,31.49079706,26.686
-111.6262142,31.55023551,22.243
-111.5218792,31.56489014,27.364
-111.4175064,31.57944706,28.308
-111.3130961,31.59390622,23.578
-111.2086485,31.60826756,23.247
-111.8523205,31.60921105,17.738
-111.7479505,31.62407483,13.159
-111.6435421,31.63884091,22.1
-111.5390955,31.65350923,22.955
-111.4346111,31.66807974,27.265
-111.330089,31.68255241,25.851
-111.2255295,31.69692719,20.127
-110.9116287,31.73946376,22.754
-110.8069218,31.75344654,21.732
-110.7021787,31.76733122,29.481
-110.5973995,31.78111776,36.732
-110.4925846,31.7948061,28.968
-112.0787565,31.66772288,20.385
-111.9743526,31.68279602,17.156
-111.8699097,31.69777146,14.09
-111.7654281,31.71264915,15.032
-111.6609081,31.72742904,20.316
-111.5563498,31.74211109,15.714
-111.4517535,31.75669527,23.06
-111.3471194,31.77118151,17.971
-111.2424477,31.78556978,21.465
-111.1377387,31.79986004,20.958
-111.0329927,31.81405223,25.846
-110.9282098,31.82814633,17.511
-110.8233903,31.84214228,22.832
-110.7185344,31.85604003,23.399
-110.6136424,31.86983956,31.332
-110.5087145,31.88354081,31.308
-112.3055201,31.72577022,7.457
-112.2010835,31.74105291,11.057
-112.0966074,31.75623791,14.13
-111.992092,31.77132517,18.059
-111.8875376,31.78631464,16.166
-111.7829442,31.80120629,13.725
-111.6783123,31.81600006,19.857
-111.573642,31.83069591,21.344
-111.4689336,31.8452938,19.696
-111.3641872,31.85979367,15.016
-111.2594032,31.87419549,18.29
-111.1545818,31.88849922,14.287
-111.0497231,31.9027048,19.721
-110.9448275,31.91681219,14.516
-110.8398951,31.93082136,14.804
-110.7349263,31.94473225,24.053
-110.6299212,31.95854482,28.473
-110.5248801,31.97225904,27.57
-112.4281416,31.79884469,9.718
-112.3236334,31.81423945,12.865
-112.2190854,31.82953649,13.044
-112.1144977,31.84473575,15.409
-112.0098706,31.85983719,19.342
-111.9052042,31.87484077,17.879
-111.800499,31.88974643,15.177
-111.6957549,31.90455414,18.444
-111.5909724,31.91926384,21.603
-111.4861516,31.9338755,23.588
-111.3812928,31.94838907,20.499
-111.2763962,31.96280449,17.611
-111.171462,31.97712174,15.262
-111.0664905,31.99134076,10.328
-110.9614819,32.00546151,13.471
-110.8564365,32.01948395,10.159
-110.7513544,32.03340803,13.588
-110.646236,32.04723372,20.904
-110.5410814,32.06096095,20.767
-112.6555248,31.85617058,13.15
-112.5509858,31.8717753,8.861
-112.4464064,31.88728231,8.232
-112.3417866,31.90269155,4.247
-112.2371269,31.91800299,7.017
-112.1324274,31.93321657,13.805
-112.0276883,31.94833225,19.243
-111.9229099,31.96334999,18.685
-111.8180924,31.97826973,15.975
-111.7132361,31.99309144,13.399
-111.6083411,32.00781505,16.289
-111.5034077,32.02244054,16.104
-111.3984362,32.03696786,15.341
-111.2934267,32.05139695,14.159
-111.1883796,32.06572778,13.242
-111.083295,32.07996029,11.563
-110.9781732,32.09409446,18.371
-110.8730144,32.10813023,11.588
-110.7678189,32.12206756,13.334
-110.6625869,32.1359064,16.152
-110.5573187,32.14964671,14.735
-110.4520144,32.16328846,19.745
-112.8832313,31.91302978,11.418
-112.7786627,31.92884465,13.119
-112.674053,31.94456182,11.447
-112.5694025,31.96018125,2.778
-112.4647114,31.97570288,6.005
-112.3599799,31.99112667,5.286
-112.2552082,32.00645257,4.397
-112.1503966,32.02168054,8.979
-112.0455454,32.03681052,15.296
-111.9406547,32.05184248,21.752
-111.8357247,32.06677636,18.371
-111.7307558,32.08161212,15.713
-111.6257481,32.09634971,16.421
-111.5207019,32.11098909,15.025
-111.4156175,32.1255302,16.108
-111.3104949,32.13997302,14.338
-111.2053346,32.15431749,6.638
-111.1001367,32.16856356,10.97
-110.9949015,32.1827112,14.011
-110.8896291,32.19676035,17.043
-110.7843199,32.21071098,12.532
-110.6789741,32.22456304,15.288
-110.5735919,32.23831649,15.764
-110.4681736,32.25197128,23.922
-113.111259,31.96942149,27.438
-113.0066621,31.9854467,22.752
-112.9020234,32.00137423,16.323
-112.7973433,32.01720404,13.822
-112.6926221,32.03293606,14.574
-112.5878598,32.04857026,8.362
-112.4830568,32.06410658,9.4
-112.3782133,32.07954498,6.44
-112.2733294,32.09488541,4.857
-112.1684056,32.11012782,11.64
-112.0634419,32.12527216,21.147
-111.9584386,32.1403184,25.951
-111.853396,32.15526648,21.81
-111.7483143,32.17011635,16.058
-111.6431937,32.18486797,15.073
-111.5380344,32.1995213,14.438
-111.4328368,32.21407628,13.432
-111.327601,32.22853288,17.911
-111.2223272,32.24289104,11.546
-111.1170157,32.25715073,13.456
-111.0116668,32.27131189,13.809
-110.9062807,32.28537449,7.822
-110.8008576,32.29933848,9.042
-110.6953977,32.31320381,15.173
-110.5899013,32.32697045,9.098
-110.4843687,32.34063834,20.628
-113.2349821,32.04158067,26.983
-113.1303157,32.05771875,30.923
-113.0256073,32.07375912,22.885
-112.920857,32.08970173,25.858
-112.8160652,32.10554653,11.799
-112.7112321,32.12129346,14.474
-112.6063578,32.13694249,10.264
-112.5014427,32.15249356,5.718
-112.3964869,32.16794663,10.722
-112.2914907,32.18330165,4.891
-112.1864543,32.19855857,12.389
-112.081378,32.21371734,17.695
-111.976262,32.22877791,24.038
-111.8711065,32.24374025,21.359
-111.7659117,32.25860429,20.129
-111.6606779,32.27337001,20.358
-111.5554054,32.28803734,19.678
-111.4500943,32.30260625,15.538
-111.3447449,32.31707668,18.5
-111.2393575,32.3314486,11.291
-111.1339322,32.34572196,13.784
-111.0284694,32.35989671,11.842
-110.9229692,32.37397281,15.111
-110.8174319,32.38795021,19.624
-110.7118578,32.40182888,18.29
-110.606247,32.41560876,13.626
-110.5005999,32.42928981,12.635
-113.2541923,32.12984571,17.943
-113.1494143,32.14599909,18.625
-113.0445942,32.16205468,24.378
-112.9397322,32.17801242,29.093
-112.8348285,32.19387228,15.104
-112.7298832,32.20963419,18.794
-112.6248968,32.22529812,5.66
-112.5198693,32.240864,2.934
-112.414801,32.2563318,8.91
-112.3096922,32.27170147,7.478
-112.2045431,32.28697295,12.347
-112.0993538,32.30214621,9.838
-111.9941248,32.31722118,18.605
-111.8888561,32.33219784,20.136
-111.7835481,32.34707612,21.343
-111.6782009,32.36185598,23.85
-111.5728148,32.37653738,19.356
-111.4673901,32.39112027,17.206
-111.3619269,32.40560461,23.61
-111.2564256,32.41999034,3.797
-111.1508863,32.43427743,11.492
-111.0453093,32.44846582,16.414
-110.9396948,32.46255548,15.989
-110.8340431,32.47654636,17.071
-110.7283545,32.49043841,23.91
-110.6226291,32.50423159,21.225
-113.2734449,32.21809392,17.668
-113.1685552,32.23426266,17.296
-113.0636232,32.25033353,30.117
-112.9586491,32.26630648,30.921
-112.8536332,32.28218146,22.017
-112.7485756,32.29795841,15.061
-112.6434767,32.3136373,11.394
-112.5383366,32.32921806,9.183
-112.4331556,32.34470065,9.3
-112.327934,32.36008503,6.293
-112.2226718,32.37537114,11.701
-112.1173695,32.39055894,10.954
-112.0120272,32.40564838,11.966
-111.9066452,32.42063941,16.582
-111.8012236,32.43553199,22.237
-111.6957628,32.45032607,17.862
-111.5902629,32.46502159,19.275
-111.4847243,32.47961853,21.525
-111.3791471,32.49411682,22.622
-113.29274,32.30632546,22.565
-113.1877383,32.32250963,16.045
-113.0826942,32.33859585,24.501
-112.9776078,32.35458407,31.004
-112.8724795,32.37047423,33.193
-112.7673094,32.38626629,15.085
-112.6620978,32.40196019,13.809
-112.5568449,32.4175559,12.398
-112.4515509,32.43305335,11.491
-112.3462162,32.4484525,10.101
-112.2408408,32.4637533,14.388
-112.1354252,32.47895571,18.305
