"","ClassA","lon","lat"
"1999",3,-113.3232166,32.93978726
"2000",4,-113.217381,32.95598275
"2001",3,-113.1115022,32.97207966
"2002",2,-113.0055805,32.98807793
"2003",4,-112.899616,33.00397752
"2004",3,-112.793609,33.01977837
"2005",3,-112.6875598,33.03548043
"2006",3,-112.5814685,33.05108365
"2007",4,-112.4753355,33.06658798
"2008",3,-112.369161,33.08199338
"2009",2,-112.2629452,33.09729978
"2010",3,-112.1566883,33.11250715
"2011",5,-112.0503906,33.12761543
"2012",4,-111.9440524,33.14262457
"2013",4,-111.8376738,33.15753452
"2014",4,-111.7312552,33.17234524
"2015",4,-111.6247967,33.18705667
"2016",2,-111.5182986,33.20166878
"2017",3,-111.4117612,33.2161815
"2018",3,-111.3051847,33.2305948
"2019",3,-111.1985694,33.24490863
"2020",4,-111.0919154,33.25912293
"2021",3,-110.9852231,33.27323766
"2022",5,-110.8784927,33.28725279
"2023",3,-110.7717245,33.30116825
"2024",4,-110.6649186,33.314984
"2025",4,-110.5580754,33.3287
"2026",3,-110.451195,33.3423162
"2027",2,-110.3442778,33.35583256
"2028",3,-110.2373241,33.36924904
"2029",4,-110.1303339,33.38256558
"2030",4,-110.0233077,33.39578214
"2031",4,-109.9162456,33.40889868
"2032",4,-109.8091479,33.42191516
"2033",4,-109.7020149,33.43483153
"2034",4,-109.5948468,33.44764775
"2035",4,-109.4876439,33.46036377
"2092",3,-114.3998038,32.86037853
"2093",3,-114.2943005,32.87757366
"2094",3,-114.1887516,32.89467065
"2095",3,-114.0831571,32.91166946
"2096",4,-113.9775175,32.92857002
"2097",3,-113.8718329,32.94537229
"2098",4,-113.7661036,32.9620762
"2099",3,-113.6603297,32.97868171
"2100",4,-113.5545115,32.99518877
"2101",3,-113.4486493,33.01159731
"2102",3,-113.3427433,33.02790729
"2103",6,-113.2367937,33.04411866
"2104",3,-113.1308007,33.06023135
"2105",4,-113.0247647,33.07624533
"2106",3,-112.9186858,33.09216054
"2107",3,-112.8125642,33.10797693
"2108",3,-112.7064003,33.12369444
"2109",2,-112.6001942,33.13931303
"2110",6,-112.4939462,33.15483265
"2111",3,-112.3876565,33.17025324
"2112",3,-112.2813254,33.18557475
"2113",3,-112.1749532,33.20079714
"2114",1,-112.0685399,33.21592035
"2115",4,-111.962086,33.23094434
"2116",4,-111.8555916,33.24586906
"2117",5,-111.7490571,33.26069445
"2118",4,-111.6424825,33.27542048
"2119",3,-111.5358682,33.29004708
"2120",5,-111.4292145,33.30457422
"2121",4,-111.3225215,33.31900184
"2122",3,-111.2157896,33.3333299
"2123",3,-111.1090189,33.34755835
"2124",3,-111.0022098,33.36168714
"2125",5,-110.8953624,33.37571623
"2126",3,-110.788477,33.38964556
"2127",4,-110.6815539,33.4034751
"2128",3,-110.5745933,33.4172048
"2129",3,-110.4675955,33.43083461
"2130",3,-110.3605607,33.44436449
"2131",3,-110.2534892,33.45779439
"2132",3,-110.1463812,33.47112426
"2133",3,-110.039237,33.48435406
"2134",4,-109.9320568,33.49748376
"2135",4,-109.8248409,33.5105133
"2136",2,-109.7175895,33.52344263
"2137",3,-109.610303,33.53627172
"2196",4,-114.4205084,32.94831944
"2197",4,-114.3148923,32.96553134
"2198",3,-114.2092304,32.98264502
"2199",3,-114.103523,32.99966043
"2200",3,-113.9977701,33.01657752
"2201",3,-113.8919722,33.03339623
"2202",3,-113.7861293,33.0501165
"2203",3,-113.6802418,33.06673829
"2204",4,-113.5743098,33.08326153
"2205",4,-113.4683336,33.09968619
"2206",4,-113.3623135,33.11601219
"2207",3,-113.2562497,33.1322395
"2208",4,-113.1501423,33.14836806
"2209",3,-113.0439918,33.16439781
"2210",3,-112.9377982,33.18032871
"2211",3,-112.8315618,33.1961607
"2212",5,-112.7252829,33.21189373
"2213",4,-112.6189617,33.22752775
"2214",3,-112.5125985,33.24306271
"2215",3,-112.4061935,33.25849856
"2216",3,-112.2997469,33.27383525
"2217",5,-112.1932589,33.28907272
"2218",4,-112.0867299,33.30421094
"2219",3,-111.9801601,33.31924984
"2220",6,-111.660208,33.36377018
"2221",4,-111.5534773,33.37841135
"2222",2,-111.446707,33.39295296
"2223",3,-111.3398973,33.40739496
"2224",1,-111.2330485,33.42173732
"2225",3,-111.1261609,33.43597997
"2226",2,-111.0192346,33.45012288
"2227",4,-110.91227,33.46416599
"2228",3,-110.8052673,33.47810926
"2229",3,-110.6982267,33.49195265
"2230",3,-110.5911485,33.5056961
"2231",3,-110.4840329,33.51933958
"2232",3,-110.3768802,33.53288303
"2233",3,-110.2696907,33.54632641
"2234",2,-110.1624646,33.55966967
"2235",5,-110.0552022,33.57291278
"2236",4,-109.9479037,33.58605568
"2237",3,-109.8405693,33.59909833
"2238",3,-109.7331994,33.61204069
"2239",4,-109.6257941,33.62488271
"2294",3,-114.441259,33.03624469
"2295",4,-114.33553,33.05347343
"2296",3,-114.2297549,33.07060388
"2297",3,-114.1239342,33.08763596
"2298",3,-114.0180679,33.10456964
"2299",4,-113.9121563,33.12140486
"2300",3,-113.8061997,33.13814156
"2301",3,-113.7001983,33.15477969
"2302",3,-113.5941523,33.1713192
"2303",3,-113.4880619,33.18776003
"2304",2,-113.3819275,33.20410213
"2305",3,-113.2757491,33.22034545
"2306",1,-113.1695272,33.23648993
"2307",4,-113.0632618,33.25253552
"2308",6,-112.9569533,33.26848217
"2309",2,-112.8506019,33.28432983
"2310",5,-112.7442078,33.30007844
"2311",3,-112.6377713,33.31572796
"2312",3,-112.5312926,33.33127834
"2313",3,-112.424772,33.34672951
"2314",2,-112.3182096,33.36208143
"2315",4,-112.2116058,33.37733406
"2316",1,-112.1049608,33.39248734
"2317",3,-111.9982748,33.40754122
"2318",4,-111.8915481,33.42249565
"2319",3,-111.7847809,33.43735058
"2320",1,-111.6779734,33.45210596
"2321",3,-111.571126,33.46676175
"2322",3,-111.4642389,33.48131789
"2323",3,-111.3573122,33.49577434
"2324",3,-111.2503463,33.51013105
"2325",4,-111.1433414,33.52438797
"2326",2,-111.0362978,33.53854506
"2327",3,-110.9292157,33.55260225
"2328",6,-110.8220954,33.56655952
"2329",2,-110.714937,33.58041681
"2330",3,-110.607741,33.59417408
"2331",4,-110.5005074,33.60783128
"2332",3,-110.3932367,33.62138836
"2333",3,-110.1785844,33.64820199
"2334",3,-110.0712035,33.66145845
"2335",3,-109.9637864,33.67461462
"2336",4,-109.8563333,33.68767044
"2337",4,-109.4261666,33.73888944
"2394",4,-114.673601,33.08936824
"2395",3,-114.5678517,33.10681048
"2396",4,-114.4620559,33.12415446
"2397",4,-114.3562136,33.14140011
"2398",3,-114.2503252,33.15854738
"2399",3,-114.1443909,33.17559621
"2400",3,-114.0384109,33.19254656
"2401",3,-113.9323855,33.20939835
"2402",4,-113.8263149,33.22615155
"2403",3,-113.7201994,33.2428061
"2404",3,-113.6140391,33.25936194
"2405",3,-113.5078343,33.27581901
"2406",3,-113.4015853,33.29217727
"2407",3,-113.2952922,33.30843666
"2408",3,-113.1889554,33.32459714
"2409",4,-113.0825751,33.34065864
"2410",3,-112.9761514,33.35662111
"2411",4,-112.8696847,33.3724845
"2412",3,-112.7631752,33.38824877
"2413",3,-112.6566231,33.40391385
"2414",4,-112.5500287,33.41947969
"2415",5,-112.4433922,33.43494626
"2416",4,-112.3367139,33.45031349
"2417",2,-112.2299939,33.46558133
"2418",3,-112.0164302,33.49581865
"2419",3,-111.9095869,33.51078803
"2420",4,-111.8027031,33.52565782
"2421",3,-111.6957788,33.54042798
"2422",1,-111.5888144,33.55509846
"2423",3,-111.4818102,33.56966919
"2424",3,-111.3747663,33.58414015
"2425",4,-111.2676831,33.59851128
"2426",6,-111.1605608,33.61278252
"2427",3,-111.0533995,33.62695384
"2428",3,-110.9461997,33.64102519
"2429",4,-110.8389615,33.65499651
"2430",2,-110.7316852,33.66886777
"2431",3,-110.624371,33.68263891
"2432",3,-110.5170192,33.69630988
"2433",3,-110.40963,33.70988065
"2434",3,-110.3022038,33.72335117
"2435",3,-110.1947407,33.73672139
"2436",4,-110.0872411,33.74999126
"2437",3,-109.9797051,33.76316074
"2438",3,-109.872133,33.77622979
"2439",2,-109.6568816,33.80206641
"2440",3,-109.5492029,33.81483389
"2441",5,-109.4414891,33.82750076
"2500",3,-114.5888083,33.19468785
"2501",4,-114.4828991,33.21204889
"2502",2,-114.3769433,33.22931152
"2503",1,-114.2709413,33.24647569
"2504",4,-114.1648933,33.26354134
"2505",3,-114.0587994,33.28050842
"2506",5,-113.9526599,33.29737687
"2507",4,-113.8464751,33.31414664
"2508",4,-113.7402452,33.33081766
"2509",3,-113.6339704,33.3473899
"2510",3,-113.527651,33.36386329
"2511",3,-113.4212871,33.38023778
"2512",2,-113.3148791,33.39651332
"2513",5,-113.2084272,33.41268985
"2514",3,-113.1019316,33.42876732
"2515",4,-112.9953926,33.44474568
"2516",3,-112.8888103,33.46062488
"2517",5,-112.7821851,33.47640485
"2518",3,-112.6755172,33.49208557
"2519",2,-112.5688069,33.50766696
"2520",3,-112.4620543,33.52314897
"2521",3,-112.3552597,33.53853157
"2522",7,-112.2484234,33.55381469
"2523",3,-112.1415455,33.56899828
"2524",3,-112.0346265,33.58408231
"2525",3,-111.9276664,33.5990667
"2526",5,-111.8206656,33.61395142
"2527",4,-111.7136243,33.62873641
"2528",3,-111.6065427,33.64342164
"2529",5,-111.4994212,33.65800703
"2530",3,-111.3922599,33.67249256
"2531",3,-111.285059,33.68687816
"2532",4,-111.1778189,33.70116379
"2533",3,-111.0705399,33.71534941
"2534",4,-110.963222,33.72943496
"2535",3,-110.8558657,33.7434204
"2536",4,-110.7484711,33.75730568
"2537",3,-110.6410386,33.77109075
"2538",3,-110.5335683,33.78477557
"2539",3,-110.4260605,33.79836008
"2540",4,-110.3185155,33.81184426
"2541",4,-110.2109336,33.82522804
"2542",3,-110.1033149,33.83851138
"2543",3,-109.9956598,33.85169424
"2544",4,-109.8879685,33.86477657
"2545",4,-109.6724783,33.89063947
"2546",3,-109.4568465,33.91609974
"2604",5,-114.6098116,33.28254998
"2605",6,-114.5037888,33.29992816
"2606",3,-114.3977194,33.31720784
"2607",2,-114.2916035,33.33438898
"2608",4,-114.1854415,33.35147152
"2609",3,-114.0792334,33.3684554
"2610",3,-113.9729797,33.38534057
"2611",3,-113.8666804,33.40212697
"2612",3,-113.7603359,33.41881455
"2613",4,-113.6539463,33.43540326
"2614",3,-113.547512,33.45189303
"2615",3,-113.4410331,33.46828382
"2616",3,-113.3345099,33.48457557
"2617",4,-113.2279427,33.50076823
"2618",3,-113.1213316,33.51686174
"2619",3,-113.0146769,33.53285606
"2620",2,-112.9079789,33.54875112
"2621",4,-112.8012378,33.56454688
"2622",3,-112.6944538,33.58024329
"2623",3,-112.5876273,33.59584028
"2624",3,-112.4807583,33.61133782
"2625",1,-112.3738472,33.62673585
"2626",3,-112.2668943,33.64203431
"2627",5,-112.1598997,33.65723317
"2628",3,-112.0528638,33.67233235
"2629",3,-111.9457867,33.68733183
"2630",3,-111.8386687,33.70223154
"2631",2,-111.7315101,33.71703143
"2632",3,-111.624311,33.73173146
"2633",4,-111.5170719,33.74633158
"2634",3,-111.4097929,33.76083173
"2635",3,-111.3024742,33.77523187
"2636",3,-111.1951161,33.78953195
"2637",5,-111.0877189,33.80373193
"2638",2,-110.9802829,33.81783175
"2639",5,-110.8728082,33.83183136
"2640",5,-110.7652951,33.84573072
"2641",4,-110.6577439,33.85952978
"2642",3,-110.5501549,33.8732285
"2643",4,-110.4425282,33.88682682
"2644",5,-110.3348642,33.90032471
"2645",4,-110.2271632,33.91372211
"2646",4,-110.1194252,33.92701898
"2647",4,-110.0116507,33.94021527
"2648",6,-109.6881104,33.97920025
"2649",2,-109.5801922,33.99199379
"2650",3,-109.4722387,34.00468653
"2710",2,-114.6308617,33.37039704
"2711",4,-114.5247252,33.38779242
"2712",3,-114.4185419,33.40508923
"2713",3,-114.3123119,33.42228741
"2714",3,-114.2060356,33.43938691
"2715",3,-114.0997132,33.45638767
"2716",7,-113.9933449,33.47328963
"2717",3,-113.886931,33.49009273
"2718",3,-113.7804716,33.50679694
"2719",3,-113.6739671,33.52340218
"2720",4,-113.5674176,33.5399084
"2721",1,-113.4608234,33.55631556
"2722",4,-113.3541848,33.57262359
"2723",2,-113.247502,33.58883244
"2724",4,-113.1407751,33.60494207
"2725",4,-113.0340046,33.6209524
"2726",4,-112.9271906,33.6368634
"2727",4,-112.8203333,33.65267501
"2728",2,-112.713433,33.66838718
"2729",3,-112.60649,33.68399985
"2730",3,-112.4995045,33.69951297
"2731",3,-112.3924767,33.7149265
"2732",2,-112.2854069,33.73024037
"2733",4,-112.1782953,33.74545454
"2734",3,-112.0711422,33.76056896
"2735",3,-111.9639478,33.77558358
"2736",3,-111.8567124,33.79049834
"2737",5,-111.7494362,33.8053132
"2738",3,-111.6421195,33.8200281
"2739",4,-111.5347625,33.834643
"2740",3,-111.4273655,33.84915785
"2741",4,-111.3199287,33.86357259
"2742",3,-111.2124524,33.87788718
"2743",3,-111.1049369,33.89210157
"2744",3,-110.9973823,33.90621572
"2745",3,-110.889789,33.92022956
"2746",3,-110.7821572,33.93414307
"2747",3,-110.6744871,33.94795618
"2748",5,-110.5667791,33.96166886
"2749",3,-110.4590333,33.97528104
"2750",4,-110.35125,33.9887927
"2751",3,-110.2434296,34.00220378
"2752",3,-109.703778,34.0677489
"2753",4,-109.5957397,34.08055555
"2754",1,-109.4876659,34.09326131
"2814",3,-114.5457085,33.47564185
"2815",3,-114.439411,33.49295585
"2816",4,-114.3330667,33.51017115
"2817",3,-114.2266759,33.52728767
"2818",3,-114.1202389,33.54430538
"2819",5,-114.0137558,33.5612242
"2820",3,-113.9072269,33.57804408
"2821",3,-113.8006525,33.59476498
"2822",2,-113.6940327,33.61138682
"2823",3,-113.5873679,33.62790957
"2824",3,-113.4806582,33.64433316
"2825",3,-113.3739039,33.66065754
"2826",4,-113.2671052,33.67688266
"2827",1,-113.1602624,33.69300846
"2828",2,-113.0533758,33.70903489
"2829",3,-112.9464455,33.72496189
"2830",3,-112.8394718,33.74078942
"2831",3,-112.732455,33.75651741
"2832",3,-112.6253953,33.77214582
"2833",4,-112.5182929,33.7876746
"2834",3,-112.4111481,33.80310369
"2835",3,-112.3039612,33.81843303
"2836",3,-112.1967323,33.83366259
"2837",3,-112.0894618,33.84879231
"2838",1,-111.9821499,33.86382213
"2839",3,-111.8747968,33.87875201
"2840",5,-111.7674029,33.89358189
"2841",3,-111.6599682,33.90831173
"2842",3,-111.5524931,33.92294147
"2843",4,-111.4449779,33.93747107
"2844",3,-111.3374228,33.95190048
"2845",3,-111.229828,33.96622964
"2846",4,-111.1221939,33.98045851
"2847",4,-111.0145205,33.99458705
"2848",3,-110.9068084,34.00861519
"2849",5,-110.7990575,34.0225429
"2850",3,-110.6912683,34.03637012
"2851",3,-110.583441,34.05009681
"2852",5,-110.4755758,34.06372292
"2853",4,-110.367673,34.07724841
"2854",4,-110.2597329,34.09067323
"2855",4,-110.1517557,34.10399732
"2856",3,-110.0437417,34.11722066
"2857",3,-109.9356911,34.13034318
"2858",1,-109.6113225,34.16910544
"2859",6,-109.5031283,34.18182427
"2919",2,-114.4603268,33.58080787
"2920",3,-114.353868,33.59804035
"2921",3,-114.2473625,33.61517398
"2922",5,-114.1408106,33.6322087
"2923",4,-114.0342125,33.64914445
"2924",4,-113.9275685,33.66598118
"2925",3,-113.8208787,33.68271884
"2926",3,-113.7141435,33.69935736
"2927",5,-113.607363,33.7158967
"2928",4,-113.5005375,33.7323368
"2929",4,-113.3936673,33.7486776
"2930",3,-113.2867526,33.76491905
"2931",3,-113.1797936,33.78106109
"2932",3,-113.0727906,33.79710368
"2933",3,-112.9657438,33.81304675
"2934",3,-112.8586535,33.82889026
"2935",3,-112.7515198,33.84463415
"2936",6,-112.6443432,33.86027837
"2937",4,-112.5371237,33.87582286
"2938",3,-112.4298617,33.89126758
"2939",3,-112.3225574,33.90661247
"2940",4,-112.2152111,33.92185748
"2941",3,-112.1078229,33.93700255
"2942",3,-112.0003932,33.95204764
"2943",2,-111.8929222,33.9669927
"2944",3,-111.7854102,33.98183768
"2945",4,-111.6778573,33.99658251
"2946",3,-111.5702639,34.01122717
"2947",3,-111.4626302,34.02577158
"2948",6,-111.3549565,34.04021572
"2949",4,-111.247243,34.05455951
"2950",4,-111.13949,34.06880293
"2951",5,-111.0316977,34.08294591
"2952",3,-110.9238663,34.09698841
"2953",3,-110.7080876,34.12477177
"2954",4,-110.492156,34.15215264
"2955",3,-110.1679761,34.19246842
"2956",3,-109.9516711,34.2188414
"2957",4,-109.7352203,34.24481057
"2958",3,-109.6269409,34.25764361
"2959",3,-109.5186259,34.27037558
"2960",3,-109.4102756,34.28300641
"3019",3,-114.4812895,33.66864544
"3020",3,-114.3747159,33.68589518
"3021",3,-114.2680955,33.70304598
"3022",4,-114.1614285,33.72009779
"3023",4,-114.0547152,33.73705055
"3024",2,-113.9479557,33.7539042
"3025",3,-113.8411504,33.77065869
"3026",2,-113.7342994,33.78731396
"3027",4,-113.6274031,33.80386996
"3028",3,-113.5204616,33.82032664
"3029",4,-113.4134753,33.83668392
"3030",2,-113.3064442,33.85294177
"3031",3,-113.1993688,33.86910013
"3032",4,-113.0922492,33.88515895
"3033",4,-112.9850856,33.90111816
"3034",3,-112.8778784,33.91697772
"3035",6,-112.7706277,33.93273757
"3036",3,-112.6633339,33.94839766
"3037",4,-112.5559971,33.96395794
"3038",3,-112.4486176,33.97941835
"3039",3,-112.3411957,33.99477884
"3040",3,-112.2337316,34.01003937
"3041",3,-112.1262256,34.02519987
"3042",3,-112.0186778,34.0402603
"3043",2,-111.9110887,34.0552206
"3044",3,-111.8034583,34.07008073
"3045",5,-111.695787,34.08484063
"3046",2,-111.588075,34.09950026
"3047",3,-111.4803226,34.11405955
"3048",3,-111.37253,34.12851847
"3049",3,-111.2646975,34.14287696
"3050",3,-111.1568253,34.15713498
"3051",3,-111.0489138,34.17129247
"3052",5,-110.9409631,34.18534939
"3053",3,-110.5087738,34.24057035
"3054",2,-110.292451,34.26757614
"3055",3,-110.1842335,34.2809277
"3056",3,-110.0759789,34.29417831
"3057",3,-109.9676875,34.30732791
"3058",3,-109.8593595,34.32037647
"3059",4,-109.7509953,34.33332393
"3060",4,-109.642595,34.34617026
"3061",3,-109.534159,34.35891541
"3062",2,-109.4256874,34.37155933
"3121",3,-114.5022993,33.75646874
"3122",3,-114.3956107,33.77373581
"3123",2,-114.2888751,33.79090386
"3124",4,-114.1820928,33.80797283
"3125",3,-114.0752639,33.82494266
"3126",3,-113.9683888,33.8418133
"3127",5,-113.8614677,33.8585847
"3128",3,-113.7545008,33.87525679
"3129",5,-113.6474884,33.89182952
"3130",3,-113.5404307,33.90830284
"3131",3,-113.4333279,33.92467668
"3132",4,-113.3261803,33.94095101
"3133",3,-113.2189881,33.95712575
"3134",4,-113.1117517,33.97320086
"3135",4,-113.0044711,33.98917627
"3136",3,-112.8971468,34.00505195
"3137",3,-112.7897788,34.02082783
"3138",2,-112.6823675,34.03650387
"3139",3,-112.5749132,34.05208
"3140",2,-112.467416,34.06755617
"3141",3,-112.3598762,34.08293234
"3142",2,-112.2522941,34.09820844
"3143",3,-112.1446699,34.11338443
"3144",3,-112.0370039,34.12846026
"3145",6,-111.9292963,34.14343588
"3146",3,-111.8215473,34.15831122
"3147",4,-111.7137573,34.17308625
"3148",3,-111.6059265,34.18776091
"3149",3,-111.4980551,34.20233515
"3150",4,-111.3901434,34.21680892
"3151",3,-111.2821917,34.23118217
"3152",3,-111.1742001,34.24545485
"3153",2,-111.066169,34.25962692
"3154",3,-110.8499893,34.28766899
"3155",3,-110.7418411,34.30153891
"3156",4,-110.4171666,34.34254359
"3157",3,-110.308866,34.35600997
"3158",0,-110.2005279,34.36937534
"3159",4,-110.0921527,34.38263967
"3160",5,-109.9837404,34.3958029
"3161",4,-109.8752915,34.40886499
"3162",3,-109.7668062,34.42182589
"3163",3,-109.6582848,34.43468555
"3164",5,-109.5497275,34.44744394
"3165",3,-109.4411345,34.46010101
"3224",3,-114.5233563,33.84427793
"3225",4,-114.4165524,33.8615624
"3226",3,-114.3097014,33.87874777
"3227",5,-114.2028035,33.89583397
"3228",3,-114.0958589,33.91282095
"3229",3,-113.988868,33.92970866
"3230",3,-113.8818308,33.94649703
"3231",4,-113.7747477,33.96318601
"3232",2,-113.6676189,33.97977554
"3233",3,-113.5604447,33.99626557
"3234",3,-113.4532253,34.01265605
"3235",3,-113.3459609,34.02894691
"3236",7,-113.2386518,34.0451381
"3237",2,-113.1312983,34.06122958
"3238",3,-113.0239005,34.07722127
"3239",3,-112.9164587,34.09311314
"3240",3,-112.8089732,34.10890511
"3241",3,-112.7014443,34.12459715
"3242",4,-112.5938721,34.1401892
"3243",3,-112.4862569,34.15568121
"3244",4,-112.378599,34.17107311
"3245",4,-112.2708987,34.18636486
"3246",3,-112.1631561,34.20155641
"3247",3,-112.0553715,34.21664771
"3248",4,-111.9475452,34.2316387
"3249",4,-111.8396775,34.24652933
"3250",3,-111.7317685,34.26131955
"3251",3,-111.6238186,34.2760093
"3252",3,-111.515828,34.29059855
"3253",4,-111.4077969,34.30508723
"3254",3,-111.2997256,34.31947531
"3255",3,-111.1916145,34.33376272
"3256",3,-111.0834636,34.34794941
"3257",3,-110.6504686,34.40368811
"3258",3,-110.5421232,34.41737051
"3259",3,-110.4337398,34.43095191
"3260",4,-110.3253185,34.44443226
"3261",2,-110.2168596,34.45781152
"3262",3,-110.1083633,34.47108962
"3263",4,-109.9998301,34.48426654
"3264",1,-109.89126,34.49734222
"3265",4,-109.7826533,34.51031661
"3266",4,-109.6740105,34.52318967
"3267",4,-109.5653316,34.53596136
"3268",4,-109.4566169,34.54863163
"3326",4,-114.4375413,33.94937512
"3327",6,-114.3305746,33.96657788
"3328",4,-114.2235609,33.98368139
"3329",3,-114.1165004,34.00068559
"3330",3,-114.0093933,34.01759043
"3331",4,-113.9022398,34.03439585
"3332",3,-113.7950403,34.05110179
"3333",3,-113.6877949,34.06770819
"3334",3,-113.580504,34.08421501
"3335",5,-113.4731677,34.10062218
"3336",1,-113.3657862,34.11692966
"3337",3,-113.25836,34.13313737
"3338",2,-113.1508891,34.14924528
"3339",3,-113.0433738,34.16525332
"3340",5,-112.9358144,34.18116144
"3341",3,-112.8282111,34.19696958
"3342",3,-112.7205642,34.2126777
"3343",3,-112.612874,34.22828573
"3344",3,-112.5051406,34.24379363
"3345",5,-112.3973643,34.25920134
"3346",5,-112.2895455,34.27450881
"3347",5,-112.1816842,34.28971598
"3348",4,-112.0737809,34.30482281
"3349",3,-111.9658356,34.31982924
"3350",3,-111.8578488,34.33473521
"3351",3,-111.7498206,34.34954069
"3352",3,-111.6417514,34.36424561
"3353",2,-111.5336413,34.37884993
"3354",4,-111.4254906,34.39335359
"3355",2,-111.2090685,34.42205874
"3356",5,-111.1007976,34.43626014
"3357",2,-110.6673211,34.49205667
"3358",4,-110.5588551,34.5057533
"3359",4,-110.4503508,34.51934883
"3360",3,-110.3418085,34.53284321
"3361",4,-110.2332285,34.5462364
"3362",4,-110.1246111,34.55952835
"3363",3,-110.0159565,34.57271901
"3364",3,-109.9072649,34.58580833
"3365",4,-109.7985367,34.59879628
"3366",4,-109.6897721,34.61168279
"3367",6,-109.5809714,34.62446784
"3368",4,-109.4721348,34.63715136
"3427",3,-114.3514949,34.05439436
"3428",3,-114.2443651,34.07151525
"3429",2,-114.1371884,34.08853674
"3430",4,-114.0299649,34.10545879
"3431",2,-113.9226949,34.12228132
"3432",3,-113.8153787,34.13900429
"3433",3,-113.7080165,34.15562765
"3434",3,-113.6006086,34.17215132
"3435",5,-113.4931552,34.18857526
"3436",5,-113.3856564,34.20489941
"3437",3,-113.2781127,34.22112372
"3438",3,-113.1705242,34.23724813
"3439",2,-113.0628912,34.25327258
"3440",3,-112.9552139,34.26919703
"3441",5,-112.8474926,34.28502141
"3442",2,-112.7397276,34.30074567
"3443",2,-112.631919,34.31636975
"3444",4,-112.5240671,34.33189362
"3445",3,-112.4161723,34.3473172
"3446",3,-112.3082346,34.36264045
"3447",3,-112.2002545,34.37786331
"3448",4,-112.0922321,34.39298573
"3449",2,-111.9841677,34.40800767
"3450",4,-111.8760615,34.42292906
"3451",4,-111.7679139,34.43774985
"3452",3,-111.659725,34.45247
"3453",4,-111.5514951,34.46708945
"3454",2,-111.0097402,34.53867447
"3455",3,-110.9012699,34.55268868
"3456",4,-110.7927605,34.56660183
"3457",3,-110.6842121,34.58041389
"3458",4,-110.5756251,34.5941248
"3459",4,-110.4669998,34.60773452
"3460",5,-110.3583363,34.621243
"3461",5,-110.249635,34.63465018
"3462",3,-110.1408961,34.64795603
"3463",3,-110.0321198,34.66116049
"3464",3,-109.9233066,34.67426352
"3465",3,-109.8144565,34.68726507
"3466",3,-109.7055699,34.70016509
"3467",3,-109.5966471,34.71296355
"3468",4,-109.4876883,34.72566039
"3527",3,-114.2652163,34.15933571
"3528",4,-114.1579231,34.17637457
"3529",3,-114.050583,34.19331389
"3530",3,-113.9431963,34.21015362
"3531",3,-113.8357632,34.2268937
"3532",4,-113.7282839,34.24353406
"3533",3,-113.6207587,34.26007467
"3534",3,-113.5131879,34.27651545
"3535",5,-113.4055717,34.29285635
"3536",4,-113.2979102,34.30909732
"3537",6,-113.1902039,34.3252383
"3538",3,-113.0824529,34.34127924
"3539",3,-112.9746575,34.35722007
"3540",3,-112.8668179,34.37306076
"3541",3,-112.7589344,34.38880123
"3542",2,-112.6510073,34.40444144
"3543",2,-112.5430367,34.41998133
"3544",6,-112.3269663,34.45075995
"3545",3,-112.218867,34.46599857
"3546",3,-112.1107253,34.48113666
"3547",3,-112.0025414,34.49617416
"3548",4,-111.8943157,34.51111103
"3549",3,-111.7860483,34.52594721
"3550",3,-111.6777396,34.54068265
"3551",2,-111.5693897,34.5553173
"3552",3,-111.460999,34.56985111
"3553",3,-111.3525677,34.58428403
"3554",3,-111.244096,34.598616
"3555",3,-111.0270327,34.6269769
"3556",4,-110.9184416,34.64100574
"3557",5,-110.8098112,34.65493343
"3558",3,-110.7011418,34.66875993
"3559",5,-110.5924336,34.68248519
"3560",3,-110.4836868,34.69610916
"3561",3,-110.3749019,34.70963178
"3562",3,-110.266079,34.72305302
"3563",4,-110.1572183,34.73637283
"3564",3,-110.0483202,34.74959115
"3565",3,-109.939385,34.76270794
"3566",3,-109.8304128,34.77572316
"3567",3,-109.721404,34.78863676
"3568",3,-109.6123588,34.80144868
"3569",3,-109.5032775,34.81415889
"3628",3,-114.0712478,34.28115592
"3629",5,-113.963744,34.29801291
"3630",3,-113.8561938,34.31477016
"3631",3,-113.7485972,34.33142762
"3632",2,-113.6409545,34.34798522
"3633",3,-113.5332661,34.36444291
"3634",4,-113.425532,34.38080064
"3635",3,-113.3177527,34.39705834
"3636",4,-113.2099283,34.41321596
"3637",4,-113.102059,34.42927345
"3638",3,-112.9941452,34.44523075
"3639",2,-112.8861871,34.46108781
"3640",2,-112.7781849,34.47684456
"3641",3,-112.6701389,34.49250096
"3642",3,-112.5620494,34.50805695
"3643",3,-112.4539165,34.52351248
"3644",3,-112.3457406,34.53886749
"3645",3,-112.2375219,34.55412193
"3646",5,-112.1292606,34.56927575
"3647",3,-112.0209571,34.5843289
"3648",3,-111.9126115,34.59928131
"3649",3,-111.8042242,34.61413294
"3650",3,-111.6957953,34.62888374
"3651",3,-111.5873252,34.64353366
"3652",3,-111.478814,34.65808263
"3653",3,-111.3702622,34.67253062
"3654",3,-111.2616699,34.68687757
"3655",3,-111.1530373,34.70112343
"3656",3,-111.0443648,34.71526815
"3657",4,-110.9356526,34.72931168
"3658",4,-110.826901,34.74325398
"3659",3,-110.7181102,34.75709498
